time,frequency,confidence
2.230,370.514,0.076271
2.240,395.208,0.147547
2.250,414.347,0.121244
2.260,445.022,0.154548
2.270,474.553,0.157057
2.280,515.484,0.024135
2.290,550.520,0.028758
2.300,594.996,0.039829
2.310,632.843,0.082464
2.320,583.534,0.153940
2.330,585.719,0.158108
2.340,595.282,0.117789
2.350,596.368,0.126646
2.360,599.607,0.309740
2.370,605.920,0.178682
2.380,614.470,0.022724
2.390,625.704,0.015369
2.400,632.841,0.047980
2.410,629.912,0.031922
2.420,639.925,0.044880
2.430,645.240,0.084802
2.440,652.753,0.053160
2.450,660.523,0.069523
2.460,656.486,0.102672
2.470,646.847,0.115543
2.480,585.970,0.111744
2.490,592.686,0.069946
2.500,611.024,0.113543
2.510,649.581,0.117526
2.520,658.793,0.052889
2.530,642.079,0.101337
2.540,624.780,0.094788
2.550,638.815,0.090116
2.560,643.884,0.106835
2.570,646.100,0.061165
2.580,661.200,0.119209
2.590,682.111,0.060033
2.600,702.593,0.050260
2.610,712.963,0.089330
2.620,670.306,0.039956
2.630,632.942,0.033743
2.640,595.678,0.041904
2.650,598.322,0.120998
2.660,598.399,0.108365
2.670,622.957,0.064043
2.680,656.660,0.076939
2.690,644.696,0.088116
2.700,595.097,0.108839
2.710,585.204,0.165989
2.720,585.553,0.112276
2.730,646.779,0.099884
2.740,589.810,0.105181
2.750,650.416,0.106551
2.760,643.353,0.066934
2.770,641.999,0.060662
2.780,643.494,0.069598
2.790,645.862,0.091395
2.800,645.967,0.066013
2.810,650.061,0.025149
2.820,646.136,0.017708
2.830,644.767,0.034477
2.840,644.396,0.128415
2.850,645.318,0.076460
2.860,651.177,0.145831
2.870,656.736,0.092211
2.880,652.461,0.184493
2.890,642.982,0.131452
2.900,644.861,0.091227
2.910,647.050,0.090353
2.920,645.776,0.142386
2.930,644.388,0.079214
2.940,638.748,0.060179
2.950,646.632,0.134412
2.960,635.502,0.110250
2.970,585.241,0.132706
2.980,585.022,0.151490
2.990,588.583,0.145008
3.000,650.425,0.137424
3.010,652.004,0.134377
3.020,649.597,0.077910
3.030,642.076,0.096119
3.040,634.432,0.150915
3.050,633.391,0.102321
3.060,631.430,0.152297
3.070,639.469,0.128791
3.080,638.302,0.057915
3.090,635.948,0.066122
3.100,635.537,0.061759
3.110,636.084,0.059133
3.120,633.988,0.105102
3.130,640.856,0.127107
3.140,644.339,0.123802
3.150,589.294,0.093235
3.160,587.989,0.081481
3.170,584.341,0.055667
3.180,589.023,0.065527
3.190,592.496,0.070491
3.200,599.157,0.184020
3.210,615.660,0.091115
3.220,620.953,0.125756
3.230,627.639,0.133182
3.240,636.148,0.062474
3.250,651.363,0.065024
3.260,658.714,0.035061
3.270,657.379,0.148504
3.280,646.299,0.211897
3.290,638.545,0.168244
3.300,637.244,0.169280
3.310,589.309,0.146042
3.320,594.882,0.160438
3.330,600.508,0.161806
3.340,605.320,0.135453
3.350,608.226,0.063176
3.360,615.376,0.005760
3.370,625.324,0.016109
3.380,643.616,0.049804
3.390,660.494,0.071888
3.400,653.691,0.051730
3.410,646.254,0.049611
3.420,642.115,0.062174
3.430,642.378,0.163583
3.440,638.953,0.129371
3.450,584.868,0.156236
3.460,588.748,0.099038
3.470,612.754,0.080847
3.480,650.872,0.106280
3.490,641.209,0.099542
3.500,640.159,0.083193
3.510,640.620,0.120010
3.520,644.547,0.170424
3.530,648.264,0.072920
3.540,647.674,0.063187
3.550,643.641,0.047452
3.560,634.458,0.062551
3.570,633.851,0.087532
3.580,633.518,0.096620
3.590,585.132,0.087436
3.600,589.372,0.115151
3.610,589.333,0.099723
3.620,588.208,0.101480
3.630,589.943,0.111026
3.640,596.818,0.119631
3.650,596.750,0.086688
3.660,599.713,0.052130
3.670,608.311,0.078152
3.680,616.098,0.092920
3.690,625.973,0.098242
3.700,641.316,0.118595
3.710,650.135,0.085689
3.720,652.629,0.052561
3.730,644.864,0.070247
3.740,647.576,0.070110
3.750,641.323,0.105320
3.760,583.283,0.108688
3.770,589.733,0.147514
3.780,595.021,0.183556
3.790,594.649,0.105574
3.800,651.003,0.101341
3.810,639.342,0.099496
3.820,635.878,0.090266
3.830,637.044,0.051679
3.840,637.220,0.017394
3.850,629.719,0.004172
3.860,628.597,0.004857
3.870,629.915,0.013487
3.880,632.050,0.024573
3.890,636.294,0.050396
3.900,639.754,0.114984
3.910,645.314,0.152290
3.920,651.674,0.117879
3.930,594.894,0.094516
3.940,658.327,0.097524
3.950,650.130,0.074586
3.960,642.476,0.047859
3.970,636.469,0.061148
3.980,632.420,0.097032
3.990,603.364,0.025697
4.000,569.481,0.008583
4.010,534.024,0.059206
4.020,494.274,0.012019
4.030,473.985,0.044937
4.040,450.400,0.243062
4.050,419.076,0.020107
4.060,396.426,0.085883
4.070,381.112,0.240162
4.080,359.924,0.125343
4.090,330.579,0.214929
4.100,314.456,0.071838
4.110,296.537,0.027293
4.120,280.441,0.022440
4.130,266.215,0.020980
4.140,250.592,0.025825
4.150,235.182,0.028228
4.160,223.025,0.076861
4.170,210.904,0.134276
4.180,197.705,0.230495
4.190,187.507,0.088656
4.200,180.961,0.100205
4.210,166.146,0.070704
4.220,161.924,0.103002
4.230,159.989,0.313168
4.240,158.125,0.631834
4.250,157.363,0.828026
4.260,156.226,0.901009
4.270,155.399,0.923567
4.280,154.627,0.917063
4.290,153.339,0.788720
4.300,150.918,0.730051
4.310,148.935,0.700162
4.320,146.899,0.829154
4.330,145.889,0.756974
4.340,144.212,0.300296
4.350,143.794,0.269218
4.360,143.160,0.273144
4.370,143.253,0.466791
4.380,142.823,0.571527
4.390,141.270,0.562671
4.400,140.073,0.638164
4.410,139.272,0.792745
4.420,138.164,0.727190
4.430,136.671,0.739111
4.440,134.485,0.786073
4.450,133.224,0.782020
4.460,132.435,0.737932
4.470,130.572,0.547410
4.480,129.096,0.312387
4.490,129.536,0.410925
4.500,129.687,0.617060
4.510,129.665,0.644962
4.520,130.255,0.603133
4.530,133.455,0.438071
4.540,135.017,0.417008
4.550,138.904,0.219598
4.560,143.377,0.201940
4.570,145.311,0.383309
4.580,146.202,0.529054
4.590,146.007,0.543090
4.600,145.814,0.370153
4.610,144.895,0.507685
4.620,142.391,0.436674
4.630,140.774,0.561618
4.640,140.742,0.640425
4.650,140.570,0.500259
4.660,140.941,0.152020
4.670,141.987,0.095074
4.680,142.427,0.052023
4.690,156.765,0.082320
4.700,174.177,0.257931
4.710,198.538,0.123447
4.720,219.841,0.171036
4.730,219.021,0.210866
4.740,218.550,0.266527
4.750,217.023,0.515196
4.760,216.280,0.645236
4.770,215.767,0.856372
4.780,216.094,0.904328
4.790,216.237,0.892353
4.800,215.670,0.858755
4.810,215.109,0.782965
4.820,215.940,0.769040
4.830,217.507,0.802484
4.840,219.198,0.765554
4.850,221.139,0.745310
4.860,222.457,0.737103
4.870,224.474,0.706514
4.880,226.525,0.744827
4.890,226.104,0.795701
4.900,225.400,0.805050
4.910,224.331,0.778700
4.920,222.928,0.789966
4.930,221.398,0.860240
4.940,220.205,0.884668
4.950,218.373,0.868155
4.960,216.310,0.787834
4.970,215.200,0.740081
4.980,213.077,0.549998
4.990,211.007,0.366167
