time,frequency,confidence
1.300,544.822,0.069818
1.310,554.372,0.084071
1.320,561.369,0.137196
1.330,568.346,0.117724
1.340,574.402,0.096714
1.350,581.306,0.080832
1.360,590.283,0.119927
1.370,603.078,0.144480
1.380,620.378,0.092329
1.390,633.872,0.085402
1.400,641.937,0.096356
1.410,594.627,0.074113
1.420,584.667,0.169152
1.430,588.638,0.125500
1.440,590.054,0.104143
1.450,589.295,0.093400
1.460,588.949,0.078549
1.470,658.665,0.081084
1.480,656.907,0.093187
1.490,606.317,0.078547
1.500,602.324,0.056869
1.510,610.169,0.073494
1.520,617.397,0.058217
1.530,625.663,0.075105
1.540,632.145,0.079123
1.550,640.336,0.073613
1.560,644.375,0.100683
1.570,643.044,0.155340
1.580,641.651,0.115330
1.590,583.878,0.083861
1.600,583.991,0.132634
1.610,585.138,0.151512
1.620,584.887,0.117805
1.630,584.032,0.077959
1.640,582.871,0.062452
1.650,589.352,0.073203
1.660,650.277,0.075527
1.670,641.686,0.035727
1.680,633.134,0.039275
1.690,632.842,0.045938
1.700,635.703,0.070329
1.710,637.918,0.098418
1.720,636.278,0.093566
1.730,638.444,0.081470
1.740,639.860,0.095153
1.750,640.478,0.134501
1.760,638.651,0.105823
1.770,589.729,0.115372
1.780,591.426,0.097036
1.790,589.932,0.089228
1.800,587.578,0.112300
1.810,588.558,0.078967
1.820,591.063,0.035790
1.830,590.850,0.054805
1.840,597.641,0.133527
1.850,599.758,0.153012
1.860,603.067,0.075134
1.870,606.592,0.010740
1.880,605.497,0.029357
1.890,605.588,0.104649
1.900,603.664,0.120499
1.910,614.114,0.122573
1.920,620.528,0.123564
1.930,624.806,0.070049
1.940,634.847,0.051112
1.950,645.651,0.071128
1.960,651.523,0.090393
1.970,655.675,0.088814
1.980,645.393,0.139240
1.990,639.778,0.124722
2.000,584.967,0.151445
2.010,593.052,0.132690
2.020,594.419,0.114717
2.030,595.129,0.112585
2.040,592.436,0.172963
2.050,595.517,0.153876
2.060,610.135,0.091827
2.070,616.462,0.096018
2.080,627.537,0.036412
2.090,634.524,0.071647
2.100,638.784,0.115249
2.110,595.678,0.157172
2.120,595.176,0.195868
2.130,659.109,0.117060
2.140,648.396,0.113334
2.150,629.191,0.180958
2.160,601.017,0.074642
2.170,595.044,0.061894
2.180,604.105,0.070229
2.190,610.982,0.053709
2.200,614.452,0.047864
2.210,622.726,0.065735
2.220,631.896,0.087764
2.230,637.027,0.070156
2.240,642.941,0.067857
2.250,656.117,0.087260
2.260,650.394,0.069361
2.270,638.868,0.034632
2.280,625.167,0.006708
2.290,622.743,0.012346
2.300,616.005,0.024052
2.310,596.247,0.072831
2.320,588.821,0.086569
2.330,584.140,0.103626
2.340,583.780,0.085015
2.350,596.354,0.119988
2.360,604.283,0.050477
2.370,612.084,0.052957
2.380,617.107,0.052173
2.390,626.879,0.085750
2.400,639.268,0.111255
2.410,645.666,0.064897
2.420,651.042,0.044796
2.430,640.745,0.039482
2.440,636.161,0.099249
2.450,645.735,0.152683
2.460,640.561,0.117300
2.470,585.404,0.144669
2.480,590.089,0.121179
2.490,646.549,0.102080
2.500,650.921,0.086560
2.510,653.729,0.125577
2.520,653.722,0.168292
2.530,656.589,0.185283
2.540,651.550,0.133687
2.550,655.202,0.055750
2.560,652.723,0.059644
2.570,653.696,0.082649
2.580,653.654,0.086883
2.590,651.673,0.131833
2.600,652.064,0.142354
2.610,656.478,0.061361
2.620,657.084,0.124724
2.630,640.392,0.112636
2.640,584.265,0.106972
2.650,593.231,0.124598
2.660,594.437,0.144630
2.670,596.465,0.107264
2.680,591.581,0.075822
2.690,587.268,0.087794
2.700,586.074,0.084638
2.710,586.501,0.059508
2.720,591.302,0.069029
2.730,603.750,0.052799
2.740,531.257,0.042396
2.750,552.310,0.087522
2.760,587.008,0.139321
2.770,618.293,0.109025
2.780,645.944,0.146795
2.790,646.615,0.138379
2.800,644.567,0.140384
2.810,594.539,0.122718
2.820,645.590,0.098739
2.830,651.862,0.094731
2.840,656.517,0.111806
2.850,657.411,0.109835
2.860,654.999,0.106673
2.870,652.743,0.090961
2.880,651.051,0.105058
2.890,651.632,0.098748
2.900,657.629,0.101035
2.910,658.737,0.127873
2.920,641.734,0.091479
2.930,588.801,0.113336
2.940,589.307,0.130587
2.950,593.313,0.140933
2.960,592.938,0.118448
2.970,594.337,0.105383
2.980,593.390,0.050972
2.990,592.968,0.042302
3.000,591.866,0.050445
3.010,591.839,0.055306
3.020,594.641,0.085047
3.030,604.514,0.122978
3.040,611.299,0.071966
3.050,614.853,0.045690
3.060,622.070,0.058153
3.070,634.594,0.100529
3.080,640.306,0.099716
3.090,644.387,0.150514
3.100,639.183,0.115747
3.110,584.422,0.158020
3.120,585.735,0.163543
3.130,592.917,0.117846
3.140,593.540,0.104913
3.150,593.570,0.119447
3.160,588.849,0.072443
3.170,588.124,0.061716
3.180,590.388,0.087866
3.190,649.671,0.080586
3.200,643.204,0.078633
3.210,636.662,0.067614
3.220,632.263,0.095656
3.230,637.045,0.107977
3.240,635.997,0.103974
3.250,659.601,0.081596
3.260,661.861,0.058481
3.270,654.220,0.035140
3.280,647.474,0.018954
3.290,640.557,0.035230
3.300,634.612,0.049458
3.310,633.423,0.102874
3.320,635.637,0.108006
3.330,634.371,0.179410
3.340,639.627,0.113024
3.350,589.197,0.104222
3.360,586.966,0.103252
3.370,588.663,0.055578
3.380,594.000,0.025457
3.390,601.658,0.026511
3.400,615.081,0.038966
3.410,620.927,0.037461
3.420,636.780,0.029265
3.430,649.104,0.037799
3.440,661.730,0.037825
3.450,653.859,0.056729
3.460,650.831,0.112531
3.470,647.306,0.065974
3.480,644.535,0.060327
3.490,643.061,0.045920
3.500,644.657,0.114074
3.510,648.324,0.063965
3.520,642.477,0.058219
3.530,640.613,0.079740
3.540,631.894,0.381847
3.550,619.901,0.031128
3.560,612.467,0.042547
3.570,596.758,0.056670
3.580,602.427,0.022126
3.590,591.469,0.057531
3.600,583.967,0.065178
3.610,588.348,0.057729
3.620,596.189,0.016198
3.630,595.929,0.012657
3.640,594.765,0.032535
3.650,595.246,0.048420
3.660,597.126,0.028541
3.670,588.796,0.046087
3.680,584.614,0.062029
3.690,584.954,0.145113
3.700,589.286,0.117908
3.710,589.149,0.067982
3.720,595.638,0.097255
3.730,663.106,0.067739
3.740,599.211,0.067337
3.750,606.094,0.073505
3.760,615.546,0.092843
3.770,623.858,0.080761
3.780,633.738,0.085916
3.790,644.599,0.097406
3.800,635.998,0.124677
3.810,589.872,0.103507
3.820,588.682,0.134409
3.830,589.170,0.108055
3.840,590.278,0.141634
3.850,589.253,0.139024
3.860,592.522,0.085601
3.870,592.367,0.072085
3.880,606.265,0.060472
3.890,614.900,0.101436
3.900,616.266,0.117658
3.910,623.082,0.058023
3.920,628.036,0.096768
3.930,635.765,0.083510
3.940,692.668,0.080722
3.950,641.735,0.066797
3.960,589.447,0.089597
3.970,657.188,0.060871
3.980,658.014,0.096666
3.990,663.877,0.062290
4.000,663.567,0.029693
4.010,659.610,0.071583
4.020,656.743,0.051902
4.030,655.893,0.078204
4.040,633.881,0.112330
4.050,643.781,0.098011
4.060,585.490,0.135514
4.070,589.628,0.112375
4.080,590.008,0.150469
4.090,587.027,0.138781
4.100,585.114,0.116468
4.110,584.995,0.042934
4.120,589.680,0.166815
4.130,592.464,0.039386
4.140,589.991,0.055008
4.150,591.312,0.112427
4.160,592.887,0.008171
4.170,596.912,0.011273
4.180,599.966,0.031077
4.190,603.441,0.073909
4.200,609.787,0.036135
4.210,615.304,0.092554
4.220,621.357,0.158312
4.230,629.173,0.047054
4.240,631.454,0.025429
4.250,634.583,0.042131
4.260,632.183,0.110557
4.270,633.144,0.110174
4.280,585.374,0.081217
4.290,584.739,0.127950
4.300,593.162,0.112442
4.310,593.209,0.103865
4.320,593.285,0.099460
4.330,596.234,0.096101
4.340,562.027,0.086887
4.350,522.687,0.119042
4.360,485.376,0.103031
4.370,451.885,0.092165
4.380,419.523,0.075885
4.390,397.246,0.072831
4.400,383.149,0.075600
4.410,389.542,0.050504
4.420,402.517,0.065468
4.430,416.891,0.086177
4.440,428.434,0.088248
4.450,449.520,0.039687
4.460,471.413,0.015640
4.470,491.083,0.076014
4.480,531.281,0.036033
4.490,565.499,0.040284
4.500,589.715,0.042886
4.510,594.328,0.167854
4.520,601.117,0.152420
4.530,606.547,0.117579
4.540,610.861,0.095134
4.550,626.109,0.013287
4.560,635.596,0.039419
4.570,641.835,0.069427
4.580,649.079,0.053864
4.590,659.278,0.052579
4.600,647.755,0.103119
4.610,643.128,0.067281
4.620,634.941,0.023857
4.630,635.423,0.080456
4.640,633.676,0.165970
4.650,631.074,0.065930
4.660,631.545,0.096208
4.670,634.889,0.040532
4.680,639.894,0.015606
4.690,639.068,0.014293
4.700,590.567,0.042567
4.710,598.211,0.115062
4.720,598.949,0.139763
4.730,602.664,0.069085
4.740,609.186,0.052027
4.750,621.455,0.091422
4.760,626.643,0.074974
4.770,643.364,0.091615
4.780,644.818,0.173140
4.790,646.246,0.082619
4.800,642.333,0.090302
4.810,623.035,0.095308
4.820,630.239,0.118488
4.830,633.817,0.076474
4.840,634.281,0.095426
4.850,635.454,0.103054
4.860,635.747,0.067388
4.870,637.185,0.095765
4.880,634.244,0.047035
4.890,630.688,0.081653
4.900,628.089,0.111723
4.910,631.061,0.087209
4.920,631.871,0.086446
4.930,636.577,0.103799
4.940,637.446,0.118693
4.950,646.204,0.072739
4.960,643.135,0.042931
4.970,639.861,0.054729
4.980,648.241,0.059062
4.990,650.797,0.066113
