time,frequency,confidence
0.850,217.602,0.088219
0.860,216.920,0.172060
0.870,218.416,0.050575
0.880,224.000,0.037011
0.890,218.593,0.068595
0.900,213.497,0.058596
0.910,211.340,0.076502
0.920,208.470,0.068057
0.930,211.761,0.085557
0.940,215.113,0.175462
0.950,214.946,0.030251
0.960,223.385,0.062033
0.970,238.497,0.136825
0.980,243.587,0.489409
0.990,246.409,0.486105
1.000,247.782,0.238093
1.010,247.078,0.382845
1.020,244.650,0.144529
1.030,244.332,0.136505
1.040,242.148,0.436289
1.050,240.685,0.194212
1.060,239.291,0.093851
1.070,236.800,0.056984
1.080,210.043,0.043834
1.090,182.810,0.143568
1.100,166.134,0.190342
1.110,166.223,0.212954
1.120,164.409,0.055913
1.130,163.306,0.066305
1.140,162.095,0.106763
1.150,160.558,0.050269
1.160,159.303,0.070368
1.170,157.587,0.037600
1.180,152.100,0.281309
1.190,150.364,0.186063
1.200,149.373,0.343209
1.210,148.041,0.744837
1.220,147.846,0.839574
1.230,147.266,0.915886
1.240,147.079,0.942033
1.250,147.204,0.945886
1.260,146.939,0.933389
1.270,147.172,0.936048
1.280,147.040,0.931324
1.290,147.176,0.936113
1.300,147.096,0.938352
1.310,147.199,0.943121
1.320,146.993,0.938629
1.330,147.005,0.946393
1.340,146.943,0.939244
1.350,146.981,0.947799
1.360,146.959,0.943725
1.370,146.988,0.944925
1.380,147.278,0.937884
1.390,149.214,0.745711
1.400,156.882,0.361841
1.410,163.124,0.755106
1.420,164.413,0.870057
1.430,164.530,0.923445
1.440,164.472,0.930681
1.450,164.860,0.958639
1.460,165.291,0.959165
1.470,165.156,0.962628
1.480,165.140,0.960741
1.490,165.177,0.958905
1.500,165.018,0.958652
1.510,164.906,0.952770
1.520,164.928,0.954138
1.530,164.894,0.955320
1.540,164.680,0.945497
1.550,164.506,0.946386
1.560,164.433,0.944502
1.570,164.426,0.933205
1.580,172.226,0.758532
1.590,190.806,0.317402
1.600,193.636,0.760251
1.610,195.647,0.883363
1.620,196.272,0.921872
1.630,195.781,0.907597
1.640,195.552,0.921039
1.650,195.487,0.926494
1.660,195.420,0.932669
1.670,195.376,0.937451
1.680,195.239,0.941514
1.690,195.483,0.930689
1.700,195.589,0.928008
1.710,195.647,0.925240
1.720,195.506,0.934838
1.730,195.413,0.933844
1.740,195.328,0.934837
1.750,195.275,0.931719
1.760,195.065,0.930109
1.770,195.356,0.915882
1.780,196.362,0.870990
1.790,199.785,0.626762
1.800,208.057,0.660378
1.810,214.114,0.816474
1.820,217.228,0.888887
1.830,219.355,0.872357
1.840,220.475,0.945026
1.850,220.302,0.941122
1.860,219.712,0.915552
1.870,219.645,0.911161
1.880,219.620,0.910426
1.890,219.557,0.908537
1.900,219.140,0.897166
1.910,219.250,0.885907
1.920,219.470,0.903216
1.930,219.232,0.894994
1.940,219.012,0.907497
1.950,218.711,0.917991
1.960,217.865,0.924092
1.970,217.834,0.923634
1.980,217.562,0.929336
1.990,217.324,0.922653
2.000,216.720,0.810382
2.010,213.785,0.643928
2.020,211.822,0.514051
2.030,219.216,0.368815
2.040,220.597,0.132057
2.050,243.770,0.531102
2.060,260.183,0.770189
2.070,259.607,0.906892
2.080,260.105,0.942406
2.090,260.202,0.950201
2.100,259.986,0.957371
2.110,260.230,0.950420
2.120,259.988,0.957831
2.130,260.448,0.945534
2.140,260.585,0.940366
2.150,261.178,0.931098
2.160,261.636,0.946855
2.170,262.677,0.935846
2.180,263.839,0.906713
2.190,265.226,0.928726
2.200,266.227,0.945934
2.210,266.358,0.942704
2.220,266.731,0.939782
2.230,266.461,0.952557
2.240,266.760,0.943538
2.250,266.700,0.947107
2.260,266.328,0.960482
2.270,265.676,0.966944
2.280,265.187,0.954715
2.290,264.019,0.930756
2.300,262.823,0.959848
2.310,262.156,0.962841
2.320,261.431,0.952624
2.330,261.050,0.940612
2.340,260.618,0.936242
2.350,260.244,0.948389
2.360,260.112,0.953501
2.370,259.963,0.953883
2.380,259.965,0.951110
2.390,259.963,0.952318
2.400,260.056,0.951732
2.410,260.185,0.950295
2.420,260.184,0.948714
2.430,260.189,0.946159
2.440,260.131,0.948734
2.450,260.287,0.945244
2.460,260.451,0.943484
2.470,260.468,0.939122
2.480,260.541,0.933470
2.490,260.612,0.937162
2.500,260.672,0.934703
2.510,261.024,0.942180
2.520,260.854,0.930601
2.530,260.815,0.931596
2.540,260.422,0.895259
2.550,258.877,0.722270
2.560,261.295,0.374096
2.570,231.983,0.265023
2.580,220.127,0.563717
2.590,218.332,0.886179
2.600,218.354,0.937983
2.610,218.968,0.914739
2.620,219.753,0.920006
2.630,219.907,0.925500
2.640,219.843,0.922410
2.650,219.685,0.916523
2.660,219.636,0.912949
2.670,219.773,0.924375
2.680,219.525,0.913115
2.690,219.133,0.914064
2.700,218.847,0.921198
2.710,218.539,0.932877
2.720,218.267,0.930047
2.730,218.284,0.936293
2.740,217.929,0.934541
2.750,218.117,0.936481
2.760,218.281,0.938902
2.770,218.413,0.932344
2.780,219.171,0.910015
2.790,219.649,0.915989
2.800,220.207,0.944481
2.810,220.526,0.954515
2.820,220.678,0.949677
2.830,220.588,0.953894
2.840,220.251,0.949293
2.850,219.736,0.929244
2.860,219.204,0.914902
2.870,218.902,0.923633
2.880,219.078,0.918775
2.890,218.959,0.926374
2.900,218.967,0.923075
2.910,219.312,0.906728
2.920,219.544,0.917164
2.930,219.887,0.933964
2.940,220.198,0.947280
2.950,220.482,0.953972
2.960,220.635,0.957221
2.970,220.245,0.951253
2.980,219.690,0.925349
2.990,219.130,0.914758
3.000,218.588,0.928510
3.010,218.507,0.929737
3.020,218.396,0.936373
3.030,218.397,0.925566
3.040,218.733,0.927851
3.050,218.783,0.922855
3.060,219.158,0.898816
3.070,219.268,0.905165
3.080,219.283,0.896595
3.090,219.615,0.912106
3.100,219.507,0.906301
3.110,219.481,0.904297
3.120,219.433,0.896392
3.130,219.257,0.897224
3.140,219.254,0.900479
3.150,219.217,0.904478
3.160,219.214,0.897559
3.170,219.191,0.902829
3.180,218.950,0.918108
3.190,218.889,0.911946
3.200,219.125,0.910987
3.210,219.078,0.910321
3.220,219.241,0.896662
3.230,219.226,0.908381
3.240,218.992,0.913005
3.250,219.089,0.909576
3.260,219.043,0.911513
3.270,219.134,0.904282
3.280,219.031,0.913697
3.290,218.782,0.913924
3.300,218.973,0.910575
3.310,218.967,0.916435
3.320,219.016,0.906606
3.330,219.113,0.906060
3.340,218.973,0.914339
3.350,218.983,0.909388
3.360,219.119,0.908046
3.370,219.067,0.911345
3.380,219.128,0.902736
3.390,219.169,0.907678
3.400,218.964,0.909844
3.410,219.000,0.911787
3.420,219.006,0.915420
3.430,219.080,0.907184
3.440,219.125,0.914470
3.450,218.697,0.914948
3.460,218.946,0.911978
3.470,218.886,0.917622
3.480,218.897,0.912214
3.490,219.128,0.902823
3.500,218.881,0.910173
3.510,218.980,0.905796
3.520,219.018,0.906503
3.530,218.906,0.909010
3.540,219.000,0.901464
3.550,219.047,0.906502
3.560,218.908,0.909827
3.570,219.016,0.900765
3.580,218.989,0.906948
3.590,218.944,0.900883
3.600,219.131,0.906973
3.610,218.792,0.902413
3.620,218.984,0.901897
3.630,218.790,0.918465
3.640,218.550,0.918281
3.650,218.600,0.923082
3.660,218.687,0.921997
3.670,218.781,0.914802
3.680,218.747,0.916231
3.690,218.494,0.926218
3.700,218.456,0.929500
3.710,218.615,0.928667
3.720,218.378,0.924514
3.730,218.256,0.925053
3.740,218.340,0.933733
3.750,218.133,0.929612
3.760,218.305,0.930968
3.770,218.377,0.930587
3.780,218.384,0.922231
3.790,218.582,0.922671
3.800,218.290,0.930864
3.810,218.202,0.936489
3.820,218.401,0.932173
3.830,218.302,0.926074
3.840,218.082,0.921146
3.850,218.303,0.926352
3.860,218.175,0.923910
3.870,218.326,0.915424
3.880,218.547,0.919306
3.890,218.506,0.909475
3.900,218.761,0.912696
3.910,218.672,0.915035
3.920,218.670,0.911467
3.930,218.881,0.904551
3.940,218.445,0.904810
3.950,218.430,0.905578
3.960,218.578,0.912165
3.970,218.615,0.913664
3.980,218.733,0.901687
3.990,218.886,0.906515
4.000,218.768,0.897382
4.010,218.725,0.908077
4.020,218.864,0.909620
4.030,218.897,0.900759
4.040,219.265,0.865518
4.050,219.202,0.862135
4.060,219.053,0.747902
4.070,219.208,0.774350
4.080,219.346,0.631532
4.090,219.241,0.672964
4.100,219.455,0.603623
4.110,219.293,0.795958
4.120,219.049,0.861616
4.130,218.898,0.884699
4.140,218.542,0.850332
4.150,217.334,0.710058
4.160,212.706,0.426052
