time,frequency,confidence
3.760,32.596,0.069881
3.770,32.392,0.074942
3.780,32.361,0.026452
3.790,32.370,0.052916
3.800,32.394,0.042861
3.810,32.181,0.083074
3.820,32.308,0.037087
3.830,32.471,0.037167
3.840,32.277,0.103908
3.850,32.274,0.015251
3.860,32.477,0.017597
3.870,32.518,0.040065
3.880,32.632,0.133317
3.890,32.633,0.079186
3.900,32.532,0.071721
3.910,32.220,0.081636
3.920,32.149,0.245967
3.930,32.148,0.177944
3.940,32.137,0.056445
3.950,32.109,0.040586
3.960,32.119,0.030122
3.970,32.200,0.036053
3.980,32.309,0.151144
3.990,32.195,0.054240
4.000,32.182,0.079653
4.010,32.231,0.116205
4.020,32.196,0.038742
4.030,32.365,0.021556
4.040,32.338,0.096068
4.050,32.380,0.090770
4.060,32.369,0.030197
4.070,32.373,0.052943
4.080,32.285,0.079892
4.090,32.491,0.139590
4.100,32.583,0.026539
4.110,32.443,0.017555
4.120,32.467,0.050389
4.130,32.472,0.043884
4.140,32.551,0.027852
4.150,32.590,0.020363
4.160,32.381,0.035402
4.170,32.151,0.126490
4.180,32.111,0.165400
4.190,32.175,0.015880
4.200,32.494,0.023995
4.210,32.432,0.054339
4.220,32.505,0.040044
4.230,32.493,0.057134
4.240,32.473,0.071895
4.250,32.473,0.129524
4.260,32.294,0.062880
4.270,32.292,0.297157
4.280,32.392,0.298971
4.290,32.527,0.283406
4.300,32.441,0.114032
4.310,32.176,0.194972
4.320,32.184,0.049116
4.330,32.230,0.069024
4.340,32.324,0.042639
4.350,32.036,0.177910
4.360,32.304,0.050772
4.370,32.323,0.048797
4.380,32.293,0.040471
4.390,32.284,0.020700
4.400,32.318,0.058304
4.410,32.409,0.040709
4.420,32.253,0.014867
4.430,32.370,0.036493
4.440,32.395,0.028862
4.450,32.377,0.044478
4.460,34.601,0.030738
4.470,36.791,0.035182
4.480,40.215,0.193588
4.490,39.945,0.051568
4.500,39.724,0.048773
4.510,37.423,0.121763
4.520,34.854,0.048721
4.530,32.553,0.264589
4.540,32.646,0.321234
4.550,32.560,0.046800
4.560,32.305,0.035051
4.570,32.212,0.032275
4.580,32.105,0.057845
4.590,32.283,0.029308
4.600,32.346,0.022724
4.610,32.368,0.090044
4.620,32.355,0.076791
4.630,32.379,0.025869
4.640,32.426,0.015894
4.650,32.547,0.019787
4.660,32.483,0.029756
4.670,32.476,0.024808
4.680,32.447,0.086604
4.690,32.384,0.083567
4.700,32.342,0.014775
4.710,32.284,0.016548
4.720,32.267,0.023649
4.730,32.435,0.036358
4.740,32.559,0.026772
4.750,32.621,0.115954
4.760,33.052,0.211604
4.770,33.096,0.415122
4.780,33.055,0.580127
4.790,32.837,0.067230
4.800,32.451,0.033880
4.810,32.244,0.016148
4.820,32.315,0.049839
4.830,33.124,0.184251
4.840,32.447,0.458900
4.850,32.557,0.680125
4.860,32.505,0.115082
4.870,33.029,0.256944
4.880,36.850,0.113540
4.890,38.156,0.344020
4.900,37.482,0.059635
4.910,37.189,0.057324
4.920,37.036,0.187543
4.930,37.043,0.281087
4.940,36.796,0.232272
4.950,37.562,0.227265
4.960,37.542,0.080588
4.970,37.429,0.068386
4.980,37.814,0.029497
4.990,37.540,0.022487
