time,frequency,confidence
0.830,595.318,0.095395
0.840,644.974,0.177355
0.850,647.846,0.096565
0.860,652.318,0.128387
0.870,651.379,0.051229
0.880,651.064,0.082306
0.890,650.686,0.137915
0.900,657.939,0.112020
0.910,663.773,0.053366
0.920,666.520,0.025444
0.930,663.738,0.063036
0.940,662.316,0.110666
0.950,660.804,0.094813
0.960,661.973,0.111252
0.970,660.208,0.072030
0.980,655.857,0.080516
0.990,655.927,0.092343
1.000,655.551,0.131850
1.010,647.653,0.160780
1.020,645.447,0.130460
1.030,640.546,0.085888
1.040,583.338,0.082253
1.050,585.262,0.077652
1.060,589.247,0.108815
1.070,658.533,0.100414
1.080,659.717,0.097368
1.090,660.545,0.093650
1.100,660.980,0.072038
1.110,655.581,0.038352
1.120,651.618,0.109374
1.130,650.725,0.065101
1.140,645.614,0.076953
1.150,643.040,0.091945
1.160,595.670,0.116151
1.170,594.908,0.171405
1.180,595.544,0.078745
1.190,599.492,0.152464
1.200,599.536,0.067331
1.210,602.925,0.028938
1.220,604.617,0.032305
1.230,600.854,0.089166
1.240,600.130,0.076015
1.250,603.194,0.054206
1.260,613.028,0.027934
1.270,624.002,0.036113
1.280,627.531,0.178790
1.290,633.723,0.112224
1.300,638.951,0.099492
1.310,645.510,0.090401
1.320,650.901,0.122484
1.330,649.187,0.169334
1.340,659.467,0.045344
1.350,637.805,0.072935
1.360,604.998,0.076699
1.370,584.225,0.086240
1.380,590.138,0.117694
1.390,647.603,0.109448
1.400,646.846,0.109195
1.410,646.477,0.181471
1.420,646.697,0.108795
1.430,648.055,0.053694
1.440,652.737,0.102154
1.450,648.619,0.060785
1.460,648.210,0.045795
1.470,649.202,0.012657
1.480,653.007,0.042819
1.490,656.434,0.046703
1.500,660.474,0.066008
1.510,661.493,0.071627
1.520,657.043,0.091717
1.530,641.461,0.081500
1.540,641.626,0.061097
1.550,585.245,0.082392
1.560,590.704,0.072837
1.570,651.783,0.114491
1.580,599.843,0.124011
1.590,544.388,0.146147
1.600,499.789,0.193421
1.610,462.013,0.200033
1.620,460.645,0.085379
1.630,480.494,0.120383
1.640,503.490,0.083091
1.650,518.489,0.042067
1.660,551.378,0.055290
1.670,581.480,0.150399
1.680,606.324,0.157649
1.690,634.492,0.102241
1.700,658.293,0.062145
1.710,652.359,0.029819
1.720,648.828,0.028549
1.730,639.115,0.038337
1.740,637.352,0.096268
1.750,639.126,0.092274
1.760,589.565,0.130066
1.770,591.402,0.074876
1.780,589.649,0.087035
1.790,585.920,0.051617
1.800,589.080,0.060538
1.810,596.040,0.128105
1.820,598.539,0.080008
1.830,597.967,0.131366
1.840,598.828,0.092764
1.850,598.264,0.087547
1.860,598.717,0.078687
1.870,604.528,0.086553
1.880,612.599,0.084197
1.890,621.817,0.116959
1.900,626.028,0.057339
1.910,636.562,0.079284
1.920,636.097,0.042440
1.930,636.397,0.063110
1.940,639.584,0.044782
1.950,588.050,0.067522
1.960,584.125,0.136123
1.970,584.556,0.136610
1.980,589.483,0.137538
1.990,650.916,0.140264
2.000,657.054,0.115640
2.010,659.584,0.067893
2.020,653.701,0.041370
2.030,646.654,0.084252
2.040,642.367,0.085849
2.050,640.043,0.069165
2.060,640.964,0.050990
2.070,643.449,0.071990
2.080,645.836,0.163761
2.090,657.711,0.041060
2.100,656.113,0.028375
2.110,654.444,0.064604
2.120,646.026,0.046419
2.130,635.109,0.142279
2.140,633.820,0.100595
2.150,656.146,0.156553
2.160,659.769,0.096297
2.170,644.487,0.046354
2.180,624.722,0.023689
2.190,609.474,0.040722
2.200,589.611,0.057903
2.210,659.278,0.106601
2.220,659.857,0.118403
2.230,655.550,0.119691
2.240,648.099,0.123740
2.250,646.538,0.085764
2.260,644.711,0.097234
2.270,643.334,0.079582
2.280,643.515,0.059300
2.290,646.570,0.151824
2.300,647.771,0.162497
2.310,659.816,0.064898
2.320,637.227,0.047450
2.330,610.129,0.051764
2.340,589.700,0.093128
2.350,589.406,0.094659
2.360,590.914,0.083839
2.370,652.541,0.127560
2.380,596.037,0.162461
2.390,599.766,0.157596
2.400,598.559,0.169533
2.410,609.922,0.153816
2.420,618.521,0.203691
2.430,623.123,0.262563
2.440,629.753,0.117653
2.450,636.281,0.137991
2.460,640.596,0.135779
2.470,646.463,0.119921
2.480,648.809,0.061333
2.490,640.523,0.042242
2.500,618.656,0.034243
2.510,602.984,0.091473
2.520,588.889,0.132038
2.530,589.063,0.129523
2.540,589.207,0.140505
2.550,587.146,0.120037
2.560,581.403,0.070241
2.570,581.154,0.115489
2.580,589.915,0.061762
2.590,649.279,0.068128
2.600,603.490,0.035773
2.610,601.704,0.036452
2.620,603.581,0.077721
2.630,612.148,0.105548
2.640,620.544,0.083510
2.650,629.668,0.081190
2.660,636.981,0.150225
2.670,638.513,0.086075
2.680,583.817,0.052938
2.690,586.088,0.053289
2.700,589.192,0.075607
2.710,589.904,0.105430
2.720,595.836,0.092174
2.730,597.456,0.216910
2.740,594.651,0.086131
2.750,598.237,0.105971
2.760,608.856,0.140288
2.770,611.867,0.079730
2.780,616.650,0.097290
2.790,625.859,0.074310
2.800,632.313,0.053675
2.810,631.306,0.053464
2.820,632.241,0.023803
2.830,629.112,0.048693
2.840,633.378,0.047852
2.850,636.999,0.063722
2.860,647.268,0.155719
2.870,647.084,0.099220
2.880,629.980,0.055751
2.890,599.318,0.065994
2.900,584.707,0.070627
2.910,594.416,0.125638
2.920,651.370,0.114595
2.930,659.172,0.093114
2.940,660.189,0.077192
2.950,659.332,0.170376
2.960,659.321,0.087997
2.970,656.888,0.138188
2.980,656.629,0.087301
2.990,658.242,0.141723
3.000,659.708,0.073041
3.010,658.655,0.114785
3.020,658.018,0.186559
3.030,644.272,0.069930
3.040,644.281,0.074995
3.050,649.667,0.175885
3.060,647.239,0.277246
3.070,650.552,0.365008
3.080,653.906,0.220247
3.090,646.148,0.381104
3.100,644.488,0.205729
3.110,645.412,0.093369
3.120,646.693,0.132156
3.130,648.403,0.052283
3.140,647.961,0.044404
3.150,647.744,0.088933
3.160,646.794,0.068666
3.170,646.515,0.099739
3.180,647.810,0.093570
3.190,647.932,0.042344
3.200,651.985,0.081737
3.210,642.534,0.141568
3.220,639.817,0.084340
3.230,638.990,0.137921
3.240,589.966,0.130490
3.250,593.936,0.114561
3.260,594.044,0.175918
3.270,589.806,0.124216
3.280,588.867,0.112600
3.290,586.617,0.197510
3.300,586.827,0.064661
3.310,588.315,0.044224
3.320,658.154,0.065688
3.330,647.487,0.049071
3.340,640.820,0.050971
3.350,641.766,0.066070
3.360,641.774,0.071390
3.370,643.924,0.094891
3.380,642.508,0.104588
3.390,641.922,0.073829
3.400,643.922,0.098956
3.410,638.964,0.134440
3.420,589.675,0.163930
3.430,589.701,0.185246
3.440,589.107,0.140985
3.450,593.691,0.098711
3.460,585.057,0.116805
3.470,589.007,0.091645
3.480,590.153,0.090672
3.490,658.590,0.110944
3.500,653.390,0.086478
3.510,650.872,0.066743
3.520,652.358,0.078696
3.530,649.724,0.117488
3.540,648.398,0.131056
3.550,648.978,0.077075
3.560,653.766,0.196737
3.570,637.784,0.053103
3.580,637.595,0.033964
3.590,640.198,0.060327
3.600,641.670,0.035766
3.610,637.538,0.154226
3.620,640.749,0.038733
3.630,636.930,0.049959
3.640,637.528,0.028976
3.650,644.198,0.040786
3.660,642.177,0.107543
3.670,643.330,0.120881
3.680,643.763,0.026520
3.690,642.738,0.011085
3.700,639.118,0.035543
3.710,639.339,0.058329
3.720,640.058,0.115907
3.730,595.377,0.101078
3.740,595.039,0.165310
3.750,595.502,0.135668
3.760,594.837,0.229874
3.770,591.179,0.124314
3.780,595.950,0.090263
3.790,607.062,0.021577
3.800,613.980,0.128805
3.810,623.425,0.089475
3.820,627.016,0.066795
3.830,632.787,0.083695
3.840,642.693,0.056167
3.850,647.768,0.053808
3.860,647.821,0.055576
3.870,647.417,0.071313
3.880,648.872,0.059264
3.890,648.480,0.081624
3.900,649.352,0.020040
3.910,647.843,0.014215
3.920,647.556,0.011016
3.930,648.095,0.044100
3.940,648.376,0.086389
3.950,647.244,0.086053
3.960,648.604,0.052477
3.970,652.633,0.062163
3.980,657.233,0.131007
3.990,644.654,0.114802
4.000,639.644,0.177849
4.010,638.522,0.168463
4.020,585.077,0.152851
4.030,585.590,0.121821
4.040,595.133,0.086827
4.050,557.194,0.099524
4.060,521.439,0.064596
4.070,482.904,0.143388
4.080,457.214,0.118927
4.090,420.569,0.073966
4.100,396.675,0.113504
4.110,396.921,0.090118
4.120,397.292,0.105267
4.130,398.296,0.081803
4.140,396.716,0.050700
4.150,402.087,0.033550
4.160,425.178,0.032315
4.170,443.573,0.026175
4.180,455.838,0.011787
4.190,467.818,0.016116
4.200,486.689,0.027955
4.210,509.719,0.081874
4.220,527.118,0.036035
4.230,540.450,0.066598
4.240,562.182,0.046324
4.250,588.034,0.081796
4.260,595.443,0.090979
4.270,603.166,0.047594
4.280,609.999,0.070517
4.290,619.521,0.117082
4.300,624.519,0.137621
4.310,633.502,0.092508
4.320,640.848,0.082777
4.330,646.625,0.104481
4.340,646.194,0.067140
4.350,644.142,0.042318
4.360,646.862,0.039534
4.370,647.345,0.049660
4.380,588.774,0.114008
4.390,590.107,0.114046
4.400,645.319,0.158515
4.410,596.280,0.106502
4.420,603.887,0.054830
4.430,609.918,0.034235
4.440,616.877,0.035244
4.450,633.553,0.070292
4.460,645.867,0.124447
4.470,651.472,0.130645
4.480,648.276,0.124802
4.490,642.524,0.059687
4.500,635.377,0.048500
4.510,634.181,0.053214
4.520,634.020,0.063684
4.530,637.639,0.070027
4.540,646.560,0.144832
4.550,647.505,0.174592
4.560,642.827,0.096258
4.570,583.892,0.090510
4.580,645.975,0.073994
4.590,659.189,0.071508
4.600,604.484,0.089305
4.610,601.739,0.050923
4.620,616.163,0.053294
4.630,642.223,0.065121
4.640,655.817,0.097745
4.650,643.029,0.093280
4.660,638.297,0.104414
4.670,585.936,0.181552
4.680,593.083,0.144092
4.690,590.517,0.113584
4.700,589.662,0.065723
4.710,587.815,0.059630
4.720,588.690,0.043357
4.730,596.160,0.068927
4.740,604.559,0.080368
4.750,607.308,0.084310
4.760,612.635,0.058403
4.770,621.604,0.071402
4.780,632.757,0.096172
4.790,639.466,0.088705
4.800,642.024,0.071931
4.810,585.959,0.135775
4.820,589.431,0.119460
4.830,589.855,0.099613
4.840,589.275,0.093069
4.850,589.644,0.064601
4.860,589.039,0.092138
4.870,626.496,0.071755
4.880,658.253,0.066978
4.890,657.772,0.081621
4.900,651.953,0.087478
4.910,645.266,0.044512
4.920,640.281,0.059424
4.930,636.358,0.080282
4.940,635.564,0.116017
4.950,641.132,0.167998
4.960,644.866,0.148350
4.970,652.645,0.076300
4.980,659.959,0.059587
4.990,660.601,0.025228
