time,frequency,confidence
1.640,215.118,0.264164
1.650,216.680,0.358015
1.660,218.371,0.324071
1.670,219.927,0.582107
1.680,219.366,0.539444
1.690,216.499,0.304068
1.700,210.989,0.354092
1.710,210.289,0.319055
1.720,203.083,0.174223
1.730,195.023,0.097875
1.740,186.410,0.107430
1.750,177.214,0.104717
1.760,167.724,0.212130
1.770,159.314,0.286228
1.780,152.014,0.213254
1.790,143.782,0.115839
1.800,140.454,0.230587
1.810,141.241,0.161881
1.820,145.797,0.194011
1.830,148.258,0.037539
1.840,157.343,0.196165
1.850,158.226,0.235982
1.860,159.441,0.532174
1.870,160.606,0.570377
1.880,160.313,0.460785
1.890,160.383,0.467703
1.900,160.471,0.355634
1.910,151.593,0.184213
1.920,163.200,0.109378
1.930,178.908,0.050774
1.940,196.561,0.103160
1.950,213.922,0.162303
1.960,237.461,0.103332
1.970,261.195,0.067013
1.980,292.987,0.102178
1.990,292.336,0.086445
2.000,305.570,0.038097
2.010,282.785,0.037286
2.020,258.131,0.065874
2.030,238.134,0.192748
2.040,238.816,0.535675
2.050,236.563,0.651041
2.060,232.194,0.587101
2.070,230.947,0.450223
2.080,227.201,0.164946
2.090,209.173,0.166996
2.100,194.778,0.227317
2.110,187.118,0.410555
2.120,186.507,0.462860
2.130,191.546,0.070569
2.140,194.375,0.021219
2.150,195.564,0.031247
2.160,193.280,0.009363
2.170,192.698,0.018540
2.180,196.420,0.013216
2.190,198.329,0.010609
2.200,202.440,0.018800
2.210,203.409,0.092849
2.220,201.182,0.052833
2.230,203.958,0.162148
2.240,208.237,0.242606
2.250,209.763,0.194723
2.260,211.685,0.242107
2.270,216.031,0.190063
2.280,219.081,0.218718
2.290,222.838,0.050556
2.300,223.789,0.255122
2.310,226.294,0.682945
2.320,223.283,0.742211
2.330,220.851,0.598052
2.340,221.545,0.376905
2.350,218.404,0.247649
2.360,215.044,0.085292
2.370,211.328,0.034547
2.380,207.054,0.052413
2.390,202.244,0.106011
2.400,201.449,0.138181
2.410,199.260,0.042318
2.420,197.858,0.069240
2.430,197.100,0.323166
2.440,201.052,0.527868
2.450,206.202,0.567506
2.460,210.889,0.746514
2.470,212.163,0.856081
2.480,213.132,0.830930
2.490,212.901,0.497243
2.500,218.912,0.297028
2.510,219.286,0.438721
2.520,216.875,0.419869
2.530,205.213,0.515114
2.540,204.245,0.720820
2.550,203.442,0.648306
2.560,203.192,0.608019
2.570,205.451,0.646354
2.580,208.420,0.672331
2.590,206.727,0.733428
2.600,205.003,0.749872
2.610,203.689,0.606852
2.620,201.074,0.415832
2.630,202.764,0.274994
2.640,206.211,0.318412
2.650,207.524,0.043300
2.660,205.469,0.014216
2.670,205.928,0.029314
2.680,204.980,0.054449
2.690,203.125,0.070783
2.700,201.289,0.069154
2.710,199.207,0.118429
2.720,195.376,0.066507
2.730,195.151,0.281931
2.740,199.837,0.341676
2.750,205.948,0.444284
2.760,209.466,0.299336
2.770,213.064,0.303438
2.780,215.686,0.087771
2.790,209.899,0.038074
2.800,204.260,0.047930
2.810,197.676,0.024787
2.820,185.896,0.038889
2.830,177.050,0.121890
2.840,170.356,0.038891
2.850,157.489,0.066902
2.860,154.319,0.053260
2.870,163.860,0.046401
2.880,180.298,0.043987
2.890,187.472,0.016360
2.900,203.523,0.012822
2.910,209.958,0.023666
2.920,211.439,0.064408
2.930,214.815,0.180021
2.940,195.070,0.333526
2.950,195.021,0.584563
2.960,195.462,0.817177
2.970,194.901,0.912893
2.980,195.935,0.876624
2.990,196.331,0.860230
3.000,192.963,0.574153
3.010,189.992,0.491609
3.020,188.782,0.322149
3.030,186.197,0.352719
3.040,187.578,0.478330
3.050,191.459,0.407186
3.060,191.974,0.529858
3.070,192.239,0.637791
3.080,198.067,0.506046
3.090,197.930,0.605067
3.100,198.691,0.504891
3.110,197.235,0.210083
3.120,212.439,0.190394
3.130,216.779,0.257828
